747452971076681728,aca,,5,4,,2,2016-06-27 15:34:09,2,,1
746053577374900224,aca,,8,,,2,2016-06-23 18:53:28,1,,1
744999736520769537,guns,,13,12,,2,2016-06-20 21:05:53,1,3,1
744344056344502272,lgbt,,4,17,,2,2016-06-19 01:40:26,3,,1
743568770246000640,guns,,12,,,2,2016-06-16 22:19:44,3,,1
743494310180564992,guns,,12,,,2,2016-06-16 17:23:51,3,,1
743216774758408192,guns,,12,,,2,2016-06-15 23:01:02,3,,1
742069241742909440,guns,lgbt,17,,,2,2016-06-12 19:01:08,5,1,1
730174966130298882,aca,,16,,,2,2016-05-10 23:17:32,4,,1
726169022455255040,guns,,12,,,2,2016-04-29 21:59:21,4,,1
725110127850872832,aca,,13,,,2,2016-04-26 23:51:41,1,,1
722930721279488000,isis,,6,,,2,2016-04-20 23:31:30,1,,2
719599717190090752,aca,,8,1,,2,2016-04-11 18:55:16,2,,1
715594938143137792,abort,,12,,,2,2016-03-31 17:41:43,4,,2
715307535511719936,isis,,9,,,2,2016-03-30 22:39:40,1,,1
712769417843777536,aca,,4,,,2,2016-03-23 22:34:06,2,,1
712737447516512258,aca,,11,13,,2,2016-03-23 20:27:04,4,,1
712308403297763328,isis,,10,17,,2,2016-03-22 16:02:12,1,3,2
709876323448135680,aca,,16,,,2,2016-03-15 22:57:59,6,,
707339834738786304,immig,,12,,,2,2016-03-08 22:58:52,3,,1
705168335017787392,abort,,5,4,,2,2016-03-02 23:10:07,2,,1
698297564198739968,immig,,16,,,2,2016-02-13 00:08:07,6,,
698282852870438913,isis,,16,,,2,2016-02-12 23:09:40,6,,
697896805426708481,aca,,1,13,,2,2016-02-11 21:35:39,1,,1
697159688949997568,aca,,13,,,2,2016-02-09 20:46:37,1,,1
687398990409764866,isis,,16,,,2,2016-01-13 22:21:05,1,,2
684505692909207553,guns,,9,12,,2,2016-01-05 22:44:09,1,,2
684424612365598721,aca,,5,4,,2,2016-01-05 17:21:58,2,,1
676580172305305601,aca,,16,,,2,2015-12-15 01:50:57,6,,
676486977664000000,guns,,10,,,2,2015-12-14 19:40:38,1,,2
672119700323770369,aca,,8,17,,2,2015-12-02 18:26:38,3,1,1
665326737182584832,guns,,17,,,2,2015-11-14 00:33:49,5,,1
662398234460102656,aca,,16,,,2,2015-11-05 22:37:00,6,,
661300102175326209,aca,,11,,,2,2015-11-02 21:53:25,1,,1
659465355857907716,aca,,11,8,,2,2015-10-28 20:22:47,1,,1
657648086647480320,aca,,11,,,2,2015-10-23 20:01:37,1,,1
652239009800916992,guns,,9,12,,2,2015-10-08 21:47:52,1,,2
652215162309603328,guns,,12,,,2,2015-10-08 20:13:06,3,,1
646420711641321472,abort,,8,4,,2,2015-09-22 20:28:02,3,,1
644268948804898816,abort,,4,5,,2,2015-09-16 21:57:41,2,,1
642031072667148288,aca,,11,8,,2,2015-09-10 17:45:10,4,,1
639105066243375105,aca,,16,,,2,2015-09-02 15:58:16,6,,
631852992128532480,aca,,8,17,,2,2015-08-13 15:41:07,1,,1
623177749650345985,aca,,16,,,2,2015-07-20 17:08:48,1,,1
623147989947842560,aca,,8,1,,2,2015-07-20 15:10:32,1,,1
615638918160117760,lgbt,,16,,,2,2015-06-29 21:52:10,4,,2
614451384008724480,lgbt,,5,4,,2,2015-06-26 15:13:20,2,,1
614168197927931905,isis,,9,,,2,2015-06-25 20:28:03,1,,1
614088270167805952,aca,,5,8,,2,2015-06-25 15:10:27,4,,1
611586238043262976,guns,,17,,,2,2015-06-18 17:28:16,5,1,1
