745686410091442177,guns,,12,,,2,2016-06-22 18:34:29,3,,1
745028796215083010,guns,,12,,,2,2016-06-20 23:01:21,4,,2
745027937620135937,guns,,13,,,2,2016-06-20 22:57:56,4,,2
745018785296453632,guns,,13,,,2,2016-06-20 22:21:34,4,,2
745002840846893058,guns,,13,,,2,2016-06-20 21:18:13,1,,1
743897728862793728,isis,,13,,,2,2016-06-17 20:06:54,6,,
743894220147134465,guns,,13,,,2,2016-06-17 19:52:57,1,,1
743527075391344640,guns,,3,,,2,2016-06-16 19:34:03,5,,1
743235826855849984,guns,,16,,,2,2016-06-16 00:16:44,3,,1
742032775079956480,guns,lgbt,17,,,2,2016-06-12 16:36:14,3,,1
738432242641436674,guns,,7,9,10,2,2016-06-02 18:09:00,1,,1
738404547979284481,guns,,12,,,2,2016-06-02 16:18:57,1,,1
738393245084962816,guns,,16,,,2,2016-06-02 15:34:02,3,,1
738393099932688389,guns,,12,,,2,2016-06-02 15:33:28,1,,1
738392656053710848,guns,,16,,,2,2016-06-02 15:31:42,1,,1
728646346358542337,aca,,2,,,2,2016-05-06 18:03:21,1,,1
707275552139386881,isis,,7,,,2,2016-03-08 18:43:26,1,,1
705881213970595846,isis,,17,,,2,2016-03-04 22:22:50,5,,1
684169131017547777,guns,,12,,,2,2016-01-05 00:26:46,4,,2
674596318963175424,isis,,16,,,2,2015-12-09 14:27:50,6,,
674303517440516097,guns,,16,,,2,2015-12-08 19:04:21,6,,
673716124849209344,isis,,7,,,2,2015-12-07 04:10:15,1,,2
672875386015981568,isis,,7,,,2,2015-12-04 20:29:28,1,,1
672520937359712256,isis,,7,12,,2,2015-12-03 21:01:00,1,,1
672201806123016192,guns,,12,16,,2,2015-12-02 23:52:54,4,,2
665324453929222144,isis,,17,,,2,2015-11-14 00:24:45,3,,1
660199501286756352,isis,,16,,,2,2015-10-30 21:00:01,6,,
659473735192326145,aca,,8,,,2,2015-10-28 20:56:05,1,,1
654747457213980672,lgbt,,4,,,2,2015-10-15 19:55:33,3,,1
652539760074969089,guns,,12,,,2,2015-10-09 17:42:57,3,,1
652530592144359424,guns,,3,12,,2,2015-10-09 17:06:31,1,,1
652527373615779841,guns,,9,,,2,2015-10-09 16:53:43,1,,1
651785756369924096,isis,,16,,,2,2015-10-07 15:46:48,6,,
649633721918824448,isis,,16,,,2,2015-10-01 17:15:23,1,,2
647418273026469890,aca,,16,,,2,2015-09-25 14:31:59,6,,
643917710150209536,isis,,7,16,,2,2015-09-15 22:42:00,1,,1
626486369884483585,aca,,8,,,2,2015-07-29 20:16:04,1,,1
626399755158093824,isis,,13,,,2,2015-07-29 14:31:54,4,,1
624237450622304256,lgbt,,4,5,,2,2015-07-23 15:19:40,2,,1
614445687690928128,lgbt,,5,4,,2,2015-06-26 14:50:42,2,,1
614078409975681024,aca,,12,,,2,2015-06-25 14:31:16,4,,1
611559708051251200,guns,,17,,,2,2015-06-18 15:42:51,5,1,1
605737452481986561,guns,,17,,,2,2015-06-02 14:07:17,1,,1
593449367165632513,lgbt,,9,4,,2,2015-04-29 16:18:49,1,,1
593081451551285248,lgbt,,5,4,,2,2015-04-28 15:56:51,2,,1
587626295892303872,aca,,8,9,,2,2015-04-13 14:40:01,1,,1
580785922800816128,abort,,5,4,,2,2015-03-25 17:38:49,4,,1
580360294314196992,isis,,16,,,2,2015-03-24 13:27:31,6,,
574242138029862913,lgbt,,5,4,,2,2015-03-07 16:16:09,2,,1
570635694676283393,isis,,16,,,2,2015-02-25 17:25:26,1,,2
